#   indx         mu         mg         mr         mi         mz          Mr
#
   40118 1.986187e+01 1.841306e+01 1.758546e+01 1.719456e+01 1.693009e+01 -2.003047e+01
   40142 1.915964e+01 1.831516e+01 1.757782e+01 1.720799e+01 1.685658e+01 -1.978135e+01
   40150 1.894550e+01 1.805569e+01 1.728903e+01 1.679453e+01 1.644911e+01 -2.032991e+01
   40154 1.894413e+01 1.778812e+01 1.690074e+01 1.651090e+01 1.617183e+01 -2.052187e+01
   40211 1.854075e+01 1.790317e+01 1.757863e+01 1.729569e+01 1.711862e+01 -1.993651e+01
   40231 1.970406e+01 1.805145e+01 1.715874e+01 1.672815e+01 1.640319e+01 -2.051072e+01
   40357 1.906756e+01 1.802609e+01 1.740128e+01 1.703051e+01 1.680810e+01 -2.003951e+01
   40360 1.962727e+01 1.788918e+01 1.703267e+01 1.662151e+01 1.629857e+01 -2.044299e+01
   40387 1.833904e+01 1.755007e+01 1.717581e+01 1.694214e+01 1.680004e+01 -2.036684e+01
   40390 1.773730e+01 1.693313e+01 1.659752e+01 1.633764e+01 1.617760e+01 -2.097166e+01
   40428 1.853558e+01 1.701469e+01 1.624175e+01 1.591815e+01 1.574630e+01 -2.137299e+01
   40474 1.950325e+01 1.804803e+01 1.730003e+01 1.689865e+01 1.666625e+01 -2.031950e+01
   40491 1.831777e+01 1.750769e+01 1.725181e+01 1.695849e+01 1.708893e+01 -2.049066e+01
   40533 1.928032e+01 1.812325e+01 1.758657e+01 1.734594e+01 1.714121e+01 -1.976284e+01
   40570 1.868832e+01 1.788581e+01 1.749018e+01 1.726039e+01 1.717049e+01 -2.025336e+01
   40626 1.824154e+01 1.743183e+01 1.718603e+01 1.692759e+01 1.675640e+01 -2.054048e+01
   40659 1.885795e+01 1.796031e+01 1.742573e+01 1.700578e+01 1.677389e+01 -2.017664e+01
   40675 1.925259e+01 1.732939e+01 1.643235e+01 1.598672e+01 1.567295e+01 -2.112415e+01
   40679 2.007133e+01 1.699598e+01 1.607275e+01 1.564043e+01 1.534666e+01 -2.149214e+01
   40684 1.904269e+01 1.742640e+01 1.668442e+01 1.628711e+01 1.601951e+01 -2.084049e+01
   40685 1.879519e+01 1.801449e+01 1.758161e+01 1.726148e+01 1.683181e+01 -1.996799e+01
   40723 1.876828e+01 1.746381e+01 1.665151e+01 1.624290e+01 1.597445e+01 -2.097824e+01
   40724 1.949853e+01 1.800061e+01 1.728210e+01 1.685580e+01 1.654871e+01 -2.031160e+01
   40725 1.955529e+01 1.810450e+01 1.734091e+01 1.694174e+01 1.664931e+01 -2.030937e+01
   40727 1.956771e+01 1.804943e+01 1.721135e+01 1.687011e+01 1.648528e+01 -2.043494e+01
   40744 1.802308e+01 1.711091e+01 1.662800e+01 1.630666e+01 1.616882e+01 -2.097811e+01
   40755 1.866598e+01 1.718462e+01 1.652783e+01 1.615105e+01 1.613802e+01 -2.080397e+01
   40757 1.912197e+01 1.795575e+01 1.720891e+01 1.675525e+01 1.657719e+01 -2.013959e+01
   40776 1.933442e+01 1.819011e+01 1.757454e+01 1.721498e+01 1.699446e+01 -2.005678e+01
   40789 1.858486e+01 1.618698e+01 1.561463e+01 1.533718e+01 1.515273e+01 -2.168576e+01
   40808 1.821508e+01 1.731948e+01 1.692840e+01 1.666284e+01 1.640423e+01 -2.050271e+01
   40828 1.963415e+01 1.800410e+01 1.724061e+01 1.683344e+01 1.652344e+01 -2.042996e+01
   40902 1.943050e+01 1.765738e+01 1.719488e+01 1.680211e+01 1.664952e+01 -2.029966e+01
   40914 1.899021e+01 1.758997e+01 1.675697e+01 1.644989e+01 1.630017e+01 -2.069977e+01
   40915 1.896614e+01 1.742145e+01 1.663703e+01 1.620887e+01 1.593813e+01 -2.080305e+01
   40919 1.886387e+01 1.785642e+01 1.742424e+01 1.703858e+01 1.687930e+01 -2.017736e+01
   40929 1.858372e+01 1.774534e+01 1.756422e+01 1.735074e+01 1.755148e+01 -1.996907e+01
   40981 1.950088e+01 1.786306e+01 1.704831e+01 1.660678e+01 1.628910e+01 -2.055949e+01
   40989 1.944478e+01 1.784990e+01 1.706208e+01 1.669516e+01 1.633659e+01 -2.053802e+01
   40999 1.850220e+01 1.763092e+01 1.720102e+01 1.700064e+01 1.681759e+01 -2.053694e+01
   41001 1.785414e+01 1.701615e+01 1.666630e+01 1.634433e+01 1.619225e+01 -2.108266e+01
   41022 1.902668e+01 1.769085e+01 1.676861e+01 1.638176e+01 1.604753e+01 -2.085652e+01
   41066 1.890151e+01 1.797677e+01 1.742699e+01 1.708891e+01 1.689535e+01 -2.024525e+01
   41139 1.859692e+01 1.753400e+01 1.700873e+01 1.663279e+01 1.651253e+01 -2.030658e+01
   41156 1.961046e+01 1.807855e+01 1.721637e+01 1.680889e+01 1.658351e+01 -2.036144e+01
   41162 1.949763e+01 1.823219e+01 1.735858e+01 1.697439e+01 1.660724e+01 -2.028631e+01
   41169 2.010708e+01 1.782982e+01 1.713095e+01 1.674822e+01 1.666658e+01 -2.039584e+01
   41170 1.978897e+01 1.826472e+01 1.749323e+01 1.713696e+01 1.681377e+01 -2.007329e+01
   41201 1.911459e+01 1.803172e+01 1.731153e+01 1.688866e+01 1.664932e+01 -2.021198e+01
   41213 1.985448e+01 1.816709e+01 1.736798e+01 1.697330e+01 1.669331e+01 -2.023943e+01
   41214 1.975526e+01 1.784892e+01 1.698612e+01 1.661228e+01 1.625928e+01 -2.065742e+01
   41215 1.874948e+01 1.744353e+01 1.678996e+01 1.640099e+01 1.614217e+01 -2.083012e+01
   41257 2.057400e+01 1.803837e+01 1.727951e+01 1.687621e+01 1.646650e+01 -2.033460e+01
   41283 1.976136e+01 1.799827e+01 1.722302e+01 1.685670e+01 1.649486e+01 -2.040493e+01
   41317 1.968560e+01 1.815986e+01 1.738048e+01 1.690211e+01 1.653443e+01 -2.029469e+01
   41326 1.821519e+01 1.725379e+01 1.689948e+01 1.654109e+01 1.639827e+01 -2.046937e+01
   41360 1.925134e+01 1.758330e+01 1.675205e+01 1.637113e+01 1.613497e+01 -2.088746e+01
   41436 1.801155e+01 1.694700e+01 1.647853e+01 1.611878e+01 1.595595e+01 -2.115710e+01
   41437 1.884135e+01 1.795070e+01 1.747655e+01 1.713740e+01 1.697609e+01 -2.003925e+01
   41439 1.976419e+01 1.820161e+01 1.736064e+01 1.700614e+01 1.668780e+01 -2.017531e+01
   41447 1.912438e+01 1.761468e+01 1.703662e+01 1.668694e+01 1.640705e+01 -2.047390e+01
   41451 1.901824e+01 1.788401e+01 1.731847e+01 1.694575e+01 1.668763e+01 -2.026061e+01
   41454 1.864662e+01 1.762990e+01 1.713821e+01 1.679862e+01 1.667684e+01 -2.043372e+01
   41458 1.933761e+01 1.720624e+01 1.638741e+01 1.598226e+01 1.564388e+01 -2.114648e+01
   41462 1.899130e+01 1.784666e+01 1.739459e+01 1.731629e+01 1.669204e+01 -2.012312e+01
   41463 1.897433e+01 1.708840e+01 1.621351e+01 1.577381e+01 1.541744e+01 -2.132478e+01
   41470 1.865599e+01 1.769497e+01 1.727891e+01 1.700940e+01 1.674616e+01 -2.015338e+01
   41471 1.888533e+01 1.798046e+01 1.745801e+01 1.715564e+01 1.703435e+01 -2.007740e+01
   41489 2.003464e+01 1.834540e+01 1.759579e+01 1.716618e+01 1.709464e+01 -2.001140e+01
   41492 1.859999e+01 1.721878e+01 1.632646e+01 1.594643e+01 1.564622e+01 -2.130630e+01
   41494 1.911160e+01 1.795928e+01 1.724574e+01 1.686920e+01 1.649775e+01 -2.018386e+01
   41529 1.939575e+01 1.761521e+01 1.683762e+01 1.650131e+01 1.610036e+01 -2.047657e+01
   41579 1.973164e+01 1.800320e+01 1.712465e+01 1.671562e+01 1.640838e+01 -2.018489e+01
   41605 1.998092e+01 1.802031e+01 1.736971e+01 1.695271e+01 1.654963e+01 -1.999722e+01
   41659 2.025104e+01 1.817650e+01 1.728082e+01 1.688653e+01 1.660639e+01 -2.034851e+01
   41680 1.985700e+01 1.829432e+01 1.748746e+01 1.707977e+01 1.679736e+01 -2.012379e+01
   41681 1.867346e+01 1.754218e+01 1.722813e+01 1.690917e+01 1.685381e+01 -2.038574e+01
   41689 1.852232e+01 1.747237e+01 1.689348e+01 1.647858e+01 1.634354e+01 -2.070447e+01
   41706 1.823606e+01 1.692419e+01 1.636370e+01 1.602596e+01 1.591577e+01 -2.125223e+01
   41709 1.924625e+01 1.758054e+01 1.669435e+01 1.627837e+01 1.597190e+01 -2.091138e+01
   41711 1.942833e+01 1.789397e+01 1.696067e+01 1.652954e+01 1.618341e+01 -2.063964e+01
   41714 2.047539e+01 1.782452e+01 1.693032e+01 1.644072e+01 1.609178e+01 -2.065949e+01
   41717 1.941445e+01 1.758779e+01 1.671198e+01 1.632759e+01 1.601149e+01 -2.091644e+01
   41724 1.943355e+01 1.804880e+01 1.716596e+01 1.665372e+01 1.633966e+01 -2.035913e+01
   41726 1.989442e+01 1.824567e+01 1.734591e+01 1.694513e+01 1.656010e+01 -2.019598e+01
   41740 1.917881e+01 1.810518e+01 1.753292e+01 1.722549e+01 1.703265e+01 -2.019039e+01
   41758 1.963550e+01 1.790874e+01 1.724997e+01 1.691409e+01 1.663449e+01 -2.026508e+01
   41760 1.876611e+01 1.784284e+01 1.749854e+01 1.721226e+01 1.700349e+01 -1.982570e+01
   41761 1.849347e+01 1.735319e+01 1.700489e+01 1.667437e+01 1.653111e+01 -2.036438e+01
   41782 1.975971e+01 1.813422e+01 1.749066e+01 1.707019e+01 1.672115e+01 -2.012324e+01
   41813 1.842185e+01 1.775111e+01 1.731355e+01 1.704336e+01 1.687603e+01 -2.035746e+01
   41815 1.875047e+01 1.762279e+01 1.684862e+01 1.645515e+01 1.612780e+01 -2.083850e+01
   41906 1.930867e+01 1.791529e+01 1.748093e+01 1.764094e+01 1.732503e+01 -1.994417e+01
   41913 2.000238e+01 1.857004e+01 1.766499e+01 1.726511e+01 1.693814e+01 -1.976801e+01
   42158 2.038699e+01 1.787053e+01 1.750777e+01 1.731712e+01 1.727996e+01 -2.023269e+01
   42166 2.005771e+01 1.853719e+01 1.754467e+01 1.713516e+01 1.682764e+01 -2.020955e+01
   42218 1.866566e+01 1.783298e+01 1.744804e+01 1.722948e+01 1.715611e+01 -1.989167e+01
   42243 1.980980e+01 1.783913e+01 1.696408e+01 1.658587e+01 1.631899e+01 -2.037331e+01
   42246 1.990358e+01 1.870998e+01 1.733674e+01 1.693036e+01 1.683507e+01 -1.999903e+01
   42255 1.821794e+01 1.743116e+01 1.685135e+01 1.652723e+01 1.630955e+01 -2.048446e+01
   42257 1.941132e+01 1.815905e+01 1.729184e+01 1.693023e+01 1.664407e+01 -2.026179e+01
   42258 1.975055e+01 1.796829e+01 1.709709e+01 1.672950e+01 1.646567e+01 -2.028035e+01
   42259 2.003963e+01 1.837286e+01 1.761343e+01 1.714237e+01 1.688233e+01 -1.977353e+01
   42275 1.933941e+01 1.782492e+01 1.705493e+01 1.671907e+01 1.657031e+01 -2.069167e+01
   42277 2.098728e+01 1.867022e+01 1.763664e+01 1.723250e+01 1.692684e+01 -1.988315e+01
   42301 1.883883e+01 1.734157e+01 1.637102e+01 1.589388e+01 1.549337e+01 -2.102257e+01
   42302 1.990429e+01 1.812364e+01 1.727229e+01 1.679891e+01 1.659032e+01 -2.012313e+01
   42304 1.970956e+01 1.825206e+01 1.754941e+01 1.707592e+01 1.681171e+01 -1.985205e+01
   42306 1.878708e+01 1.726271e+01 1.649241e+01 1.603990e+01 1.578713e+01 -2.089149e+01
   42315 1.987887e+01 1.732633e+01 1.633802e+01 1.596648e+01 1.567561e+01 -2.097658e+01
   42319 1.895186e+01 1.710296e+01 1.618009e+01 1.570241e+01 1.540184e+01 -2.127073e+01
   42320 1.952330e+01 1.762252e+01 1.666122e+01 1.622653e+01 1.596213e+01 -2.069207e+01
   42321 1.983106e+01 1.798047e+01 1.702195e+01 1.654910e+01 1.619611e+01 -2.036246e+01
   42323 1.924833e+01 1.818303e+01 1.755647e+01 1.714004e+01 1.701580e+01 -1.984839e+01
   42325 1.971931e+01 1.813321e+01 1.749750e+01 1.717813e+01 1.683665e+01 -1.996781e+01
   42326 1.908129e+01 1.849239e+01 1.755761e+01 1.715843e+01 1.688048e+01 -1.986525e+01
   42418 1.848593e+01 1.723652e+01 1.658194e+01 1.622367e+01 1.618639e+01 -2.095974e+01
   42429 1.995645e+01 1.774158e+01 1.681954e+01 1.640150e+01 1.614886e+01 -2.050318e+01
   42431 1.976752e+01 1.769310e+01 1.702865e+01 1.666549e+01 1.654664e+01 -2.030326e+01
   42480 1.910770e+01 1.797841e+01 1.739475e+01 1.706364e+01 1.696245e+01 -2.034521e+01
   42482 1.967703e+01 1.835352e+01 1.741257e+01 1.700385e+01 1.675087e+01 -2.033358e+01
   42487 1.919013e+01 1.755154e+01 1.670304e+01 1.624130e+01 1.586442e+01 -2.084921e+01
   42504 1.889110e+01 1.785645e+01 1.717877e+01 1.672427e+01 1.668482e+01 -2.056777e+01
   42512 1.911936e+01 1.747878e+01 1.656494e+01 1.609546e+01 1.579121e+01 -2.088940e+01
   42513 1.946978e+01 1.783287e+01 1.690322e+01 1.650524e+01 1.617287e+01 -2.058557e+01
   42516 1.968494e+01 1.782785e+01 1.691353e+01 1.647787e+01 1.618151e+01 -2.038378e+01
   42526 1.924626e+01 1.809347e+01 1.731087e+01 1.686546e+01 1.664704e+01 -2.025482e+01
   42618 1.916240e+01 1.789460e+01 1.738964e+01 1.709543e+01 1.710713e+01 -2.027004e+01
   42627 1.947785e+01 1.793671e+01 1.699989e+01 1.658578e+01 1.627980e+01 -2.065916e+01
   42642 1.931653e+01 1.812930e+01 1.733908e+01 1.697822e+01 1.675069e+01 -2.034735e+01
   42644 1.947949e+01 1.809176e+01 1.717456e+01 1.665382e+01 1.627304e+01 -2.051583e+01
   42653 1.989107e+01 1.815731e+01 1.725502e+01 1.681426e+01 1.654119e+01 -2.040986e+01
   42655 2.018649e+01 1.839439e+01 1.752162e+01 1.712716e+01 1.684873e+01 -2.015733e+01
   42657 1.891972e+01 1.779813e+01 1.698385e+01 1.654656e+01 1.624884e+01 -2.070028e+01
   42663 1.878695e+01 1.796080e+01 1.744407e+01 1.708026e+01 1.750659e+01 -2.024681e+01
   42683 1.981958e+01 1.835457e+01 1.748385e+01 1.705034e+01 1.677892e+01 -2.021718e+01
   42736 1.996706e+01 1.833978e+01 1.742141e+01 1.703992e+01 1.669221e+01 -2.026296e+01
   42738 1.943421e+01 1.813963e+01 1.745323e+01 1.704540e+01 1.679582e+01 -1.998390e+01
   42767 1.879054e+01 1.743893e+01 1.674340e+01 1.630893e+01 1.602694e+01 -2.060239e+01
   42769 2.053855e+01 1.854224e+01 1.766737e+01 1.725646e+01 1.690865e+01 -1.966347e+01
   42777 1.996306e+01 1.834628e+01 1.754358e+01 1.718083e+01 1.689806e+01 -2.020751e+01
   42816 1.919786e+01 1.836906e+01 1.759751e+01 1.717638e+01 1.682044e+01 -1.997142e+01
   42817 2.031982e+01 1.826519e+01 1.736607e+01 1.696156e+01 1.672006e+01 -2.034829e+01
   42818 1.857969e+01 1.685251e+01 1.593885e+01 1.551210e+01 1.519944e+01 -2.176118e+01
   42829 1.850089e+01 1.766035e+01 1.727632e+01 1.692186e+01 1.703781e+01 -2.044148e+01
   42834 1.851888e+01 1.777715e+01 1.734403e+01 1.693639e+01 1.681219e+01 -2.028296e+01
   42840 1.873907e+01 1.778964e+01 1.753926e+01 1.724184e+01 1.746630e+01 -2.010937e+01
   42975 1.875818e+01 1.749807e+01 1.668135e+01 1.627974e+01 1.606222e+01 -2.104133e+01
   43050 1.853029e+01 1.739316e+01 1.699170e+01 1.667335e+01 1.660544e+01 -2.065839e+01
   43060 1.946342e+01 1.804869e+01 1.736402e+01 1.697420e+01 1.685526e+01 -2.028650e+01
   43065 1.940622e+01 1.788621e+01 1.717393e+01 1.682161e+01 1.665269e+01 -2.047978e+01
   43074 1.864489e+01 1.724180e+01 1.661551e+01 1.623153e+01 1.619584e+01 -2.104047e+01
   43160 1.938792e+01 1.796447e+01 1.720241e+01 1.677092e+01 1.661213e+01 -2.016939e+01
   43174 2.053301e+01 1.809704e+01 1.722224e+01 1.681514e+01 1.661729e+01 -2.021968e+01
   43177 1.927625e+01 1.821075e+01 1.749894e+01 1.716304e+01 1.681441e+01 -1.991243e+01
   43261 2.081355e+01 1.793656e+01 1.746601e+01 1.708277e+01 1.707034e+01 -1.983310e+01
   43291 1.896536e+01 1.782534e+01 1.720015e+01 1.683598e+01 1.656128e+01 -2.050827e+01
   43294 1.863194e+01 1.782961e+01 1.739039e+01 1.703699e+01 1.689863e+01 -2.031239e+01
   43325 2.010976e+01 1.847808e+01 1.722932e+01 1.661123e+01 1.677787e+01 -2.006891e+01
   43411 1.901864e+01 1.807190e+01 1.718861e+01 1.675165e+01 1.656308e+01 -2.038995e+01
   43412 1.883427e+01 1.773470e+01 1.706565e+01 1.666648e+01 1.655865e+01 -2.051591e+01
   43431 1.955467e+01 1.838086e+01 1.751926e+01 1.706096e+01 1.670864e+01 -2.008275e+01
   43442 1.872096e+01 1.755517e+01 1.679308e+01 1.638651e+01 1.611162e+01 -2.092599e+01
   43468 1.893007e+01 1.734251e+01 1.643533e+01 1.603815e+01 1.577529e+01 -2.106257e+01
   43493 1.867728e+01 1.718367e+01 1.627365e+01 1.586546e+01 1.555956e+01 -2.118668e+01
   43500 1.974906e+01 1.826022e+01 1.741816e+01 1.697171e+01 1.673310e+01 -2.014503e+01
   43501 1.923780e+01 1.799408e+01 1.749234e+01 1.710191e+01 1.715502e+01 -1.996984e+01
   43506 1.960233e+01 1.797152e+01 1.711720e+01 1.670041e+01 1.649778e+01 -2.031514e+01
   43551 1.862154e+01 1.750865e+01 1.672833e+01 1.626182e+01 1.606010e+01 -2.094984e+01
   43556 1.896729e+01 1.725866e+01 1.646992e+01 1.609322e+01 1.581372e+01 -2.097752e+01
   43557 1.863058e+01 1.746939e+01 1.696988e+01 1.658945e+01 1.646187e+01 -2.046037e+01
   43558 1.803440e+01 1.703695e+01 1.668691e+01 1.634114e+01 1.625142e+01 -2.074699e+01
   43560 1.879893e+01 1.793703e+01 1.766432e+01 1.743135e+01 1.740399e+01 -1.978765e+01
   43565 1.908939e+01 1.758871e+01 1.668613e+01 1.618344e+01 1.587273e+01 -2.077702e+01
   43566 2.013912e+01 1.839919e+01 1.748676e+01 1.704777e+01 1.680614e+01 -1.995933e+01
   43567 1.914826e+01 1.790079e+01 1.727679e+01 1.691204e+01 1.674865e+01 -2.018920e+01
   43571 1.933452e+01 1.828308e+01 1.749658e+01 1.713102e+01 1.697091e+01 -2.008127e+01
   43592 1.984945e+01 1.813770e+01 1.742954e+01 1.707881e+01 1.684001e+01 -1.989741e+01
   43603 1.936064e+01 1.794104e+01 1.715663e+01 1.675856e+01 1.652423e+01 -2.052671e+01
   43616 1.961196e+01 1.809916e+01 1.747870e+01 1.711189e+01 1.688648e+01 -2.003491e+01
   43684 1.861942e+01 1.784225e+01 1.748458e+01 1.726054e+01 1.719918e+01 -2.027624e+01
   43705 1.854618e+01 1.751868e+01 1.699962e+01 1.661793e+01 1.643659e+01 -2.075626e+01
   43735 1.908146e+01 1.783687e+01 1.698267e+01 1.652558e+01 1.629529e+01 -2.076619e+01
   43751 1.866493e+01 1.795067e+01 1.756817e+01 1.735640e+01 1.703777e+01 -2.016180e+01
   43810 1.887791e+01 1.815816e+01 1.751443e+01 1.710506e+01 1.695644e+01 -2.022269e+01
   43831 1.878256e+01 1.799014e+01 1.742634e+01 1.710980e+01 1.692208e+01 -2.026974e+01
   43845 1.948977e+01 1.814609e+01 1.741673e+01 1.702669e+01 1.664569e+01 -2.029441e+01
   43944 1.916748e+01 1.792749e+01 1.732973e+01 1.692803e+01 1.662021e+01 -2.040888e+01
   44100 2.024462e+01 1.745463e+01 1.688701e+01 1.639291e+01 1.610444e+01 -2.062619e+01
   44109 1.896456e+01 1.705919e+01 1.614396e+01 1.580079e+01 1.551954e+01 -2.116067e+01
   44123 1.840292e+01 1.749557e+01 1.703606e+01 1.679404e+01 1.671570e+01 -2.035217e+01
   44129 2.086884e+01 1.847001e+01 1.739730e+01 1.690609e+01 1.650115e+01 -2.001324e+01
   44130 1.961385e+01 1.809758e+01 1.738363e+01 1.706291e+01 1.693161e+01 -2.004515e+01
   44361 1.985155e+01 1.782232e+01 1.683464e+01 1.642504e+01 1.606890e+01 -2.091248e+01
   44363 1.846423e+01 1.676944e+01 1.585559e+01 1.542154e+01 1.507111e+01 -2.190347e+01
   44367 1.935268e+01 1.788094e+01 1.711265e+01 1.672955e+01 1.659895e+01 -2.064410e+01
   44368 2.007916e+01 1.824340e+01 1.735185e+01 1.696141e+01 1.665865e+01 -2.030684e+01
   44409 2.033433e+01 1.852560e+01 1.762881e+01 1.725130e+01 1.701542e+01 -1.975614e+01
   44441 2.079325e+01 1.727597e+01 1.639832e+01 1.605527e+01 1.587036e+01 -2.092474e+01
   44444 1.947370e+01 1.833077e+01 1.747831e+01 1.706171e+01 1.677681e+01 -1.985265e+01
   44445 1.799677e+01 1.687006e+01 1.621948e+01 1.596914e+01 1.554645e+01 -2.110900e+01
   44480 1.960879e+01 1.778705e+01 1.685193e+01 1.646979e+01 1.616763e+01 -2.072565e+01
   44481 1.933011e+01 1.784792e+01 1.709254e+01 1.675477e+01 1.653500e+01 -2.044325e+01
   44482 2.041369e+01 1.858859e+01 1.766235e+01 1.722156e+01 1.694323e+01 -1.990369e+01
   44483 1.983695e+01 1.766453e+01 1.676378e+01 1.632530e+01 1.596019e+01 -2.077770e+01
   44484 1.847853e+01 1.698000e+01 1.602787e+01 1.563130e+01 1.520685e+01 -2.154067e+01
   44488 1.898179e+01 1.764598e+01 1.712601e+01 1.674514e+01 1.663044e+01 -2.047799e+01
   44493 1.941331e+01 1.763287e+01 1.673980e+01 1.630775e+01 1.601680e+01 -2.082273e+01
   44504 1.953798e+01 1.802169e+01 1.707526e+01 1.662057e+01 1.627188e+01 -2.044027e+01
   44505 1.981587e+01 1.797137e+01 1.746855e+01 1.707272e+01 1.689078e+01 -2.003706e+01
   44506 1.972320e+01 1.838086e+01 1.754379e+01 1.716650e+01 1.681719e+01 -1.982462e+01
   44512 2.032186e+01 1.798621e+01 1.702893e+01 1.662077e+01 1.635905e+01 -2.047265e+01
   44538 2.012215e+01 1.841486e+01 1.750173e+01 1.712380e+01 1.676705e+01 -1.984418e+01
   44539 1.992279e+01 1.854403e+01 1.762347e+01 1.728416e+01 1.701047e+01 -1.975966e+01
   44542 2.079061e+01 1.832166e+01 1.744529e+01 1.699607e+01 1.681210e+01 -1.996074e+01
   44543 1.988527e+01 1.778198e+01 1.681002e+01 1.637585e+01 1.603720e+01 -2.051214e+01
   44544 1.976207e+01 1.822277e+01 1.728140e+01 1.689925e+01 1.651933e+01 -2.005878e+01
   44545 1.987579e+01 1.849281e+01 1.748284e+01 1.706269e+01 1.669151e+01 -1.988307e+01
   44554 1.965730e+01 1.811154e+01 1.715240e+01 1.675093e+01 1.643569e+01 -2.022860e+01
   44556 1.924791e+01 1.781988e+01 1.693557e+01 1.652044e+01 1.634594e+01 -2.046078e+01
   44567 1.958125e+01 1.794130e+01 1.694049e+01 1.644682e+01 1.618241e+01 -2.038687e+01
   44644 1.911677e+01 1.802556e+01 1.706461e+01 1.677304e+01 1.646177e+01 -2.046305e+01
   44646 1.825731e+01 1.669031e+01 1.597942e+01 1.559826e+01 1.533244e+01 -2.155130e+01
   44648 1.952804e+01 1.778034e+01 1.693304e+01 1.642181e+01 1.615297e+01 -2.072254e+01
   44653 1.910139e+01 1.776293e+01 1.727859e+01 1.693754e+01 1.672921e+01 -2.003842e+01
   44686 2.097025e+01 1.860209e+01 1.763034e+01 1.725958e+01 1.693579e+01 -1.992412e+01
   44705 2.061537e+01 1.855976e+01 1.766017e+01 1.728635e+01 1.711350e+01 -1.989837e+01
   44711 1.762035e+01 1.655661e+01 1.604520e+01 1.570925e+01 1.560645e+01 -2.151715e+01
   44721 1.999378e+01 1.828976e+01 1.739951e+01 1.703139e+01 1.668626e+01 -2.016907e+01
   44722 1.911901e+01 1.774148e+01 1.691576e+01 1.657561e+01 1.646594e+01 -2.065076e+01
   44776 1.769541e+01 1.696194e+01 1.675013e+01 1.640531e+01 1.639879e+01 -2.065778e+01
   44797 1.952577e+01 1.823082e+01 1.729137e+01 1.688274e+01 1.651095e+01 -2.040605e+01
   44801 1.817377e+01 1.635749e+01 1.536870e+01 1.496059e+01 1.465684e+01 -2.235302e+01
   44802 1.910010e+01 1.786887e+01 1.745018e+01 1.719865e+01 1.700852e+01 -2.026524e+01
   44803 2.022092e+01 1.852894e+01 1.753880e+01 1.712508e+01 1.682851e+01 -2.017271e+01
   44805 2.009953e+01 1.801502e+01 1.707746e+01 1.664890e+01 1.634182e+01 -2.060036e+01
   44806 2.002069e+01 1.828377e+01 1.729638e+01 1.685403e+01 1.654593e+01 -2.039984e+01
   44808 1.906157e+01 1.764154e+01 1.707778e+01 1.676299e+01 1.669565e+01 -2.050334e+01
   44819 2.038428e+01 1.848919e+01 1.765277e+01 1.727655e+01 1.700540e+01 -1.998304e+01
   44821 1.989448e+01 1.830456e+01 1.730958e+01 1.691574e+01 1.652866e+01 -2.037149e+01
   44823 2.008402e+01 1.833620e+01 1.736173e+01 1.700736e+01 1.667151e+01 -2.026803e+01
   44824 2.009549e+01 1.825705e+01 1.733657e+01 1.688952e+01 1.666235e+01 -2.036828e+01
   44825 1.938976e+01 1.816564e+01 1.725491e+01 1.684327e+01 1.682040e+01 -2.049107e+01
   44831 1.908269e+01 1.701811e+01 1.609071e+01 1.567706e+01 1.532640e+01 -2.161051e+01
   44837 1.958623e+01 1.744069e+01 1.647011e+01 1.605895e+01 1.575648e+01 -2.112271e+01
   44838 1.941202e+01 1.747148e+01 1.655972e+01 1.616451e+01 1.579197e+01 -2.113968e+01
   44840 1.966362e+01 1.758927e+01 1.664432e+01 1.628657e+01 1.598951e+01 -2.102721e+01
   44846 1.899011e+01 1.755352e+01 1.691174e+01 1.658408e+01 1.642805e+01 -2.076101e+01
   44892 1.860427e+01 1.742095e+01 1.676315e+01 1.647518e+01 1.633601e+01 -2.092335e+01
