#   indx         mu         mg         mr         mi         mz          Mr
#
  100871 1.915965e+01 1.816472e+01 1.767567e+01 1.741275e+01 1.719531e+01 -1.979713e+01
  100883 1.947918e+01 1.819450e+01 1.730582e+01 1.689499e+01 1.645286e+01 -2.022129e+01
  100884 2.024504e+01 1.820486e+01 1.716738e+01 1.672770e+01 1.639623e+01 -2.035625e+01
  100886 1.876485e+01 1.755741e+01 1.696105e+01 1.660928e+01 1.641641e+01 -2.055062e+01
  100910 1.994707e+01 1.830768e+01 1.734917e+01 1.696044e+01 1.664171e+01 -2.038825e+01
  100913 1.991970e+01 1.861797e+01 1.772329e+01 1.733831e+01 1.710798e+01 -2.002254e+01
  100914 2.018507e+01 1.815714e+01 1.739472e+01 1.697512e+01 1.661959e+01 -2.034762e+01
  100916 1.974598e+01 1.830927e+01 1.739776e+01 1.703462e+01 1.670648e+01 -2.023683e+01
  100917 2.021600e+01 1.866050e+01 1.766831e+01 1.726730e+01 1.698219e+01 -1.998016e+01
  100918 1.809571e+01 1.732553e+01 1.673686e+01 1.646132e+01 1.631309e+01 -2.089989e+01
  100921 1.954774e+01 1.790779e+01 1.693267e+01 1.654592e+01 1.620466e+01 -2.077878e+01
  100923 1.930499e+01 1.824940e+01 1.745009e+01 1.708425e+01 1.664255e+01 -2.019574e+01
  100929 1.951543e+01 1.719319e+01 1.633149e+01 1.597435e+01 1.566106e+01 -2.141573e+01
  100970 1.862414e+01 1.712188e+01 1.631089e+01 1.595677e+01 1.565058e+01 -2.111976e+01
  100977 2.023211e+01 1.819431e+01 1.726000e+01 1.687730e+01 1.653562e+01 -2.016702e+01
  100981 1.859332e+01 1.697840e+01 1.602813e+01 1.563192e+01 1.531793e+01 -2.137255e+01
  100985 1.819791e+01 1.741633e+01 1.702535e+01 1.680408e+01 1.659953e+01 -2.036719e+01
  101214 1.859570e+01 1.739709e+01 1.669564e+01 1.633829e+01 1.613694e+01 -2.106085e+01
  101231 1.949674e+01 1.815245e+01 1.739360e+01 1.700872e+01 1.674763e+01 -2.034134e+01
  101235 1.943431e+01 1.812239e+01 1.722162e+01 1.676857e+01 1.645622e+01 -2.049114e+01
  101236 2.027704e+01 1.835552e+01 1.745216e+01 1.705571e+01 1.673160e+01 -2.028256e+01
  101237 1.974800e+01 1.808262e+01 1.715667e+01 1.676334e+01 1.643506e+01 -2.053378e+01
  101238 1.907704e+01 1.745955e+01 1.668986e+01 1.632322e+01 1.603600e+01 -2.092468e+01
  101239 2.014583e+01 1.841908e+01 1.755336e+01 1.720501e+01 1.676914e+01 -2.015402e+01
  101240 2.021382e+01 1.832716e+01 1.729243e+01 1.684753e+01 1.657695e+01 -2.033820e+01
  101241 1.921198e+01 1.728620e+01 1.632476e+01 1.592386e+01 1.555904e+01 -2.142717e+01
  101242 1.983340e+01 1.760647e+01 1.655186e+01 1.609251e+01 1.576577e+01 -2.111043e+01
  101243 1.848939e+01 1.605233e+01 1.511005e+01 1.467135e+01 1.433009e+01 -2.258689e+01
  101244 1.986825e+01 1.807790e+01 1.702555e+01 1.659633e+01 1.627629e+01 -2.058519e+01
  101245 2.004463e+01 1.778742e+01 1.679591e+01 1.636780e+01 1.603996e+01 -2.087413e+01
  101251 1.932100e+01 1.727239e+01 1.631697e+01 1.592165e+01 1.556603e+01 -2.135993e+01
  101253 2.024438e+01 1.859065e+01 1.773296e+01 1.735015e+01 1.700756e+01 -1.997109e+01
  101255 2.019647e+01 1.858869e+01 1.769789e+01 1.727796e+01 1.696107e+01 -2.003461e+01
  101304 1.905487e+01 1.812510e+01 1.762921e+01 1.729792e+01 1.713792e+01 -2.002827e+01
  101316 1.907143e+01 1.792571e+01 1.733069e+01 1.700334e+01 1.678793e+01 -2.016453e+01
  101319 2.032073e+01 1.861971e+01 1.770954e+01 1.731645e+01 1.701807e+01 -1.993582e+01
  101589 2.039392e+01 1.836754e+01 1.740587e+01 1.697939e+01 1.666704e+01 -2.005020e+01
  101602 1.965697e+01 1.716229e+01 1.613256e+01 1.574257e+01 1.537895e+01 -2.130829e+01
  101622 1.917526e+01 1.773243e+01 1.715776e+01 1.610364e+01 1.663017e+01 -2.051278e+01
  101624 2.048996e+01 1.862907e+01 1.766244e+01 1.729517e+01 1.689030e+01 -2.006480e+01
  101627 1.900109e+01 1.749794e+01 1.665949e+01 1.623975e+01 1.598755e+01 -2.108692e+01
  101628 2.028901e+01 1.773708e+01 1.690623e+01 1.647959e+01 1.638032e+01 -2.078032e+01
  101629 2.018682e+01 1.826923e+01 1.731042e+01 1.690772e+01 1.674493e+01 -2.038153e+01
  101630 1.872954e+01 1.809056e+01 1.705992e+01 1.654152e+01 1.615205e+01 -2.064288e+01
  101631 2.086823e+01 1.865339e+01 1.767072e+01 1.729340e+01 1.694754e+01 -2.007209e+01
  101632 1.901930e+01 1.793255e+01 1.711727e+01 1.672957e+01 1.640258e+01 -2.059225e+01
  101634 2.050629e+01 1.844080e+01 1.769376e+01 1.741457e+01 1.692946e+01 -2.005860e+01
  101635 1.999309e+01 1.857844e+01 1.770625e+01 1.729228e+01 1.688619e+01 -2.002845e+01
  101639 1.963433e+01 1.851520e+01 1.767385e+01 1.724710e+01 1.705328e+01 -2.006077e+01
  101640 1.967144e+01 1.800586e+01 1.705392e+01 1.666867e+01 1.639235e+01 -2.068140e+01
  101641 1.966185e+01 1.787771e+01 1.690650e+01 1.652377e+01 1.616334e+01 -2.083948e+01
  101642 1.926709e+01 1.796064e+01 1.720425e+01 1.680061e+01 1.674802e+01 -2.052138e+01
  101645 1.983621e+01 1.846760e+01 1.763547e+01 1.713938e+01 1.691446e+01 -1.992325e+01
  101691 2.010358e+01 1.851038e+01 1.747302e+01 1.707088e+01 1.679553e+01 -2.007505e+01
  101693 1.989558e+01 1.814030e+01 1.723159e+01 1.676690e+01 1.636945e+01 -2.034722e+01
  101702 1.926169e+01 1.790426e+01 1.714307e+01 1.677579e+01 1.654255e+01 -2.023079e+01
  101712 1.934986e+01 1.843566e+01 1.772460e+01 1.752535e+01 1.787380e+01 -1.991584e+01
  101889 1.790724e+01 1.646196e+01 1.585821e+01 1.543507e+01 1.518591e+01 -2.155562e+01
  101891 1.807957e+01 1.697229e+01 1.628948e+01 1.592124e+01 1.579246e+01 -2.114623e+01
  101911 1.993758e+01 1.830420e+01 1.737039e+01 1.697418e+01 1.667125e+01 -2.010336e+01
  101913 1.909881e+01 1.833229e+01 1.764364e+01 1.727616e+01 1.705851e+01 -2.007323e+01
  102074 2.005990e+01 1.816320e+01 1.723733e+01 1.680778e+01 1.649973e+01 -2.024096e+01
  102080 1.984246e+01 1.838893e+01 1.761716e+01 1.718799e+01 1.676931e+01 -1.982636e+01
  102084 1.961901e+01 1.802781e+01 1.726535e+01 1.676937e+01 1.664217e+01 -2.020781e+01
  102089 1.846751e+01 1.663132e+01 1.568092e+01 1.526173e+01 1.498534e+01 -2.177240e+01
  102098 1.878722e+01 1.787451e+01 1.757732e+01 1.756283e+01 1.725937e+01 -1.994444e+01
  102128 1.873812e+01 1.716860e+01 1.627204e+01 1.587207e+01 1.559063e+01 -2.140709e+01
  102142 1.815289e+01 1.694448e+01 1.619868e+01 1.583766e+01 1.565949e+01 -2.152715e+01
  102145 1.877139e+01 1.792460e+01 1.765502e+01 1.731848e+01 1.739004e+01 -2.006835e+01
  102149 1.933208e+01 1.766445e+01 1.665232e+01 1.620175e+01 1.582265e+01 -2.104503e+01
  102150 1.956667e+01 1.833646e+01 1.764733e+01 1.732784e+01 1.717989e+01 -1.987556e+01
  102152 1.954835e+01 1.729702e+01 1.621137e+01 1.580989e+01 1.559314e+01 -2.147354e+01
  102154 1.838035e+01 1.704269e+01 1.620230e+01 1.579611e+01 1.545293e+01 -2.148920e+01
  102157 1.971212e+01 1.804322e+01 1.707407e+01 1.668762e+01 1.644331e+01 -2.052806e+01
  102164 1.983139e+01 1.854735e+01 1.772779e+01 1.732844e+01 1.696754e+01 -1.985622e+01
  102176 1.976041e+01 1.803547e+01 1.711227e+01 1.670470e+01 1.639490e+01 -2.026516e+01
  102190 1.818683e+01 1.715322e+01 1.668954e+01 1.652321e+01 1.618355e+01 -2.066216e+01
  102239 1.949756e+01 1.818589e+01 1.746962e+01 1.704254e+01 1.664316e+01 -2.012828e+01
  102243 1.880159e+01 1.757330e+01 1.664689e+01 1.627659e+01 1.588415e+01 -2.090903e+01
  102244 2.181079e+01 1.784247e+01 1.709198e+01 1.684937e+01 1.656488e+01 -2.048885e+01
  102245 1.945297e+01 1.810987e+01 1.744971e+01 1.707121e+01 1.672045e+01 -2.012422e+01
  102249 1.903364e+01 1.766275e+01 1.713424e+01 1.675933e+01 1.647531e+01 -2.023885e+01
  102255 1.984534e+01 1.769886e+01 1.674227e+01 1.630212e+01 1.593473e+01 -2.068130e+01
  102259 2.012026e+01 1.777633e+01 1.692105e+01 1.656821e+01 1.624612e+01 -2.049619e+01
  102264 1.923193e+01 1.796009e+01 1.739949e+01 1.700431e+01 1.651866e+01 -2.000268e+01
  102469 1.913706e+01 1.761581e+01 1.722398e+01 1.694341e+01 1.677209e+01 -2.016750e+01
  102470 1.987306e+01 1.836366e+01 1.739859e+01 1.691085e+01 1.643921e+01 -2.012868e+01
  102471 1.948758e+01 1.835523e+01 1.771596e+01 1.744205e+01 1.718112e+01 -1.966290e+01
  102472 2.070273e+01 1.843976e+01 1.741370e+01 1.697584e+01 1.654655e+01 -2.013579e+01
  102473 1.974615e+01 1.748034e+01 1.650317e+01 1.612833e+01 1.579130e+01 -2.102650e+01
  102474 2.045944e+01 1.845789e+01 1.744307e+01 1.696985e+01 1.660333e+01 -2.005164e+01
  102480 1.927998e+01 1.802719e+01 1.752216e+01 1.716408e+01 1.690189e+01 -2.003243e+01
  102481 2.146270e+01 1.852025e+01 1.771893e+01 1.730111e+01 1.682570e+01 -1.973077e+01
  102486 2.070400e+01 1.846432e+01 1.753656e+01 1.712136e+01 1.681786e+01 -1.999495e+01
  102487 1.830142e+01 1.699739e+01 1.627919e+01 1.586962e+01 1.549981e+01 -2.132917e+01
  102491 1.989072e+01 1.742286e+01 1.647126e+01 1.599787e+01 1.596925e+01 -2.103653e+01
  102492 1.849356e+01 1.628365e+01 1.532518e+01 1.492564e+01 1.467583e+01 -2.223939e+01
  102494 2.010349e+01 1.742774e+01 1.654113e+01 1.610679e+01 1.581934e+01 -2.107238e+01
  102495 1.851939e+01 1.727840e+01 1.647265e+01 1.610948e+01 1.578917e+01 -2.112641e+01
  102657 1.885508e+01 1.778664e+01 1.738629e+01 1.706866e+01 1.694740e+01 -2.001298e+01
  102678 1.755026e+01 1.663659e+01 1.608349e+01 1.577694e+01 1.551630e+01 -2.160725e+01
  102689 1.986415e+01 1.824457e+01 1.734147e+01 1.695092e+01 1.663501e+01 -2.018918e+01
  102718 1.920932e+01 1.788055e+01 1.729988e+01 1.700134e+01 1.731753e+01 -2.042697e+01
  102719 1.887535e+01 1.771348e+01 1.713098e+01 1.677583e+01 1.658299e+01 -2.058652e+01
  102726 1.997135e+01 1.757528e+01 1.662041e+01 1.620578e+01 1.586628e+01 -2.102566e+01
  102729 1.993598e+01 1.811771e+01 1.721084e+01 1.683951e+01 1.638931e+01 -2.045333e+01
  102730 1.938921e+01 1.752669e+01 1.659459e+01 1.620175e+01 1.587923e+01 -2.110921e+01
  102737 2.076869e+01 1.829639e+01 1.738234e+01 1.690558e+01 1.667789e+01 -2.030470e+01
  102745 1.902835e+01 1.817855e+01 1.776174e+01 1.755963e+01 1.745667e+01 -1.989997e+01
  102747 1.927011e+01 1.768585e+01 1.684794e+01 1.647374e+01 1.637200e+01 -2.084158e+01
  102784 1.835531e+01 1.674146e+01 1.588337e+01 1.551316e+01 1.520411e+01 -2.150191e+01
  102786 2.019793e+01 1.791282e+01 1.732631e+01 1.703847e+01 1.682890e+01 -2.004217e+01
  102788 2.007204e+01 1.772143e+01 1.688089e+01 1.649195e+01 1.619816e+01 -2.050929e+01
  102803 1.916450e+01 1.764188e+01 1.696339e+01 1.658574e+01 1.654896e+01 -2.057304e+01
  102805 1.903492e+01 1.719493e+01 1.655835e+01 1.621475e+01 1.615066e+01 -2.101948e+01
  102813 1.934082e+01 1.794630e+01 1.724601e+01 1.680435e+01 1.664477e+01 -2.034286e+01
  102815 1.949686e+01 1.822183e+01 1.751174e+01 1.717558e+01 1.711357e+01 -2.007806e+01
  102817 1.983243e+01 1.790038e+01 1.711119e+01 1.663360e+01 1.646741e+01 -2.044107e+01
  102844 1.934231e+01 1.788433e+01 1.713495e+01 1.677910e+01 1.646965e+01 -2.045301e+01
  102852 1.903072e+01 1.767160e+01 1.707204e+01 1.666028e+01 1.645979e+01 -2.034398e+01
  102880 1.946575e+01 1.778689e+01 1.700084e+01 1.665626e+01 1.626394e+01 -2.059164e+01
  102894 1.892525e+01 1.797995e+01 1.735599e+01 1.695840e+01 1.668766e+01 -2.031180e+01
  103041 1.930227e+01 1.829074e+01 1.768267e+01 1.738438e+01 1.718443e+01 -1.984009e+01
  103060 2.055637e+01 1.840042e+01 1.751426e+01 1.712036e+01 1.682670e+01 -2.001377e+01
  103062 2.001790e+01 1.822969e+01 1.730730e+01 1.680982e+01 1.645077e+01 -2.015381e+01
  103066 1.951508e+01 1.772142e+01 1.676482e+01 1.639239e+01 1.604325e+01 -2.069339e+01
  103067 1.804815e+01 1.588157e+01 1.490042e+01 1.445038e+01 1.423055e+01 -2.260213e+01
  103070 2.118185e+01 1.869131e+01 1.773786e+01 1.727555e+01 1.696916e+01 -1.977473e+01
  103072 1.960674e+01 1.848998e+01 1.754435e+01 1.710093e+01 1.677381e+01 -1.993208e+01
  103074 1.995854e+01 1.812706e+01 1.722699e+01 1.676474e+01 1.662280e+01 -2.038707e+01
  103077 1.984946e+01 1.794003e+01 1.700287e+01 1.659182e+01 1.628291e+01 -2.052999e+01
  103079 1.919460e+01 1.723330e+01 1.627112e+01 1.579041e+01 1.543618e+01 -2.122548e+01
  103090 2.026721e+01 1.845590e+01 1.751053e+01 1.709534e+01 1.674373e+01 -2.001682e+01
  103091 2.011216e+01 1.825567e+01 1.737913e+01 1.695694e+01 1.663243e+01 -2.010660e+01
  103094 1.902003e+01 1.760894e+01 1.690901e+01 1.656998e+01 1.622931e+01 -2.059168e+01
  103097 1.994431e+01 1.784697e+01 1.693186e+01 1.656243e+01 1.626675e+01 -2.056205e+01
  103098 1.948091e+01 1.751405e+01 1.672881e+01 1.630828e+01 1.606100e+01 -2.074616e+01
  103103 1.856013e+01 1.649335e+01 1.562355e+01 1.521475e+01 1.487344e+01 -2.170657e+01
  103296 1.981029e+01 1.818532e+01 1.744983e+01 1.706164e+01 1.677994e+01 -2.009054e+01
  103302 1.903760e+01 1.749121e+01 1.652155e+01 1.610011e+01 1.577700e+01 -2.089623e+01
  103312 1.889126e+01 1.811833e+01 1.771666e+01 1.763645e+01 1.777901e+01 -1.969819e+01
  103340 1.942953e+01 1.776510e+01 1.678779e+01 1.637667e+01 1.602818e+01 -2.091021e+01
  103341 1.952205e+01 1.829434e+01 1.755359e+01 1.743278e+01 1.733023e+01 -2.015366e+01
  103342 1.916993e+01 1.847464e+01 1.769571e+01 1.724923e+01 1.699561e+01 -2.002254e+01
  103347 1.943291e+01 1.717998e+01 1.617421e+01 1.579330e+01 1.593211e+01 -2.157951e+01
  103355 1.988508e+01 1.853917e+01 1.758691e+01 1.715337e+01 1.690963e+01 -2.010429e+01
  103399 1.990103e+01 1.814491e+01 1.733015e+01 1.696031e+01 1.667331e+01 -2.028243e+01
  103400 1.865480e+01 1.782342e+01 1.746200e+01 1.711926e+01 1.757770e+01 -1.992683e+01
  103411 1.845167e+01 1.719484e+01 1.657996e+01 1.621613e+01 1.596418e+01 -2.099060e+01
  103412 1.870237e+01 1.800217e+01 1.762595e+01 1.734374e+01 1.738496e+01 -1.995195e+01
  103417 2.050533e+01 1.836361e+01 1.746139e+01 1.707437e+01 1.678558e+01 -2.013215e+01
  103419 1.937523e+01 1.717771e+01 1.620209e+01 1.579705e+01 1.547079e+01 -2.137624e+01
  103425 1.944496e+01 1.836487e+01 1.773508e+01 1.730495e+01 1.730790e+01 -1.985211e+01
  103426 2.049431e+01 1.855588e+01 1.763555e+01 1.725963e+01 1.687838e+01 -1.996004e+01
  103427 1.906746e+01 1.808610e+01 1.758000e+01 1.729000e+01 1.704519e+01 -2.001445e+01
  103430 1.937900e+01 1.833375e+01 1.770215e+01 1.731126e+01 1.719577e+01 -1.989380e+01
  103434 1.987393e+01 1.809395e+01 1.713180e+01 1.676469e+01 1.653291e+01 -2.051329e+01
  103444 1.997598e+01 1.783934e+01 1.713415e+01 1.676328e+01 1.634092e+01 -2.022559e+01
  103486 1.858620e+01 1.699098e+01 1.604942e+01 1.559463e+01 1.524819e+01 -2.131764e+01
  103659 1.850934e+01 1.752701e+01 1.677801e+01 1.641663e+01 1.624530e+01 -2.058109e+01
  103663 1.906504e+01 1.793397e+01 1.708448e+01 1.669991e+01 1.634771e+01 -2.030597e+01
  103668 2.013918e+01 1.802129e+01 1.706229e+01 1.664194e+01 1.622754e+01 -2.049902e+01
  103669 2.040667e+01 1.849157e+01 1.765816e+01 1.726917e+01 1.694840e+01 -1.988862e+01
  103671 1.976520e+01 1.787728e+01 1.689048e+01 1.655655e+01 1.612385e+01 -2.069014e+01
  103686 2.002615e+01 1.846730e+01 1.760035e+01 1.722872e+01 1.695177e+01 -1.991850e+01
  103694 1.960522e+01 1.803397e+01 1.716687e+01 1.678755e+01 1.654386e+01 -2.020802e+01
  103697 2.009786e+01 1.837341e+01 1.738080e+01 1.696653e+01 1.671602e+01 -2.011985e+01
  103699 1.943732e+01 1.833003e+01 1.746172e+01 1.703414e+01 1.670816e+01 -2.003537e+01
  103700 1.892147e+01 1.777578e+01 1.698424e+01 1.662570e+01 1.631217e+01 -2.051610e+01
  103705 1.948346e+01 1.774314e+01 1.681979e+01 1.642755e+01 1.606800e+01 -2.067026e+01
  103706 1.943884e+01 1.735133e+01 1.643879e+01 1.602202e+01 1.573996e+01 -2.105050e+01
  103713 2.050267e+01 1.869705e+01 1.775398e+01 1.738539e+01 1.708713e+01 -1.978534e+01
  103714 2.068556e+01 1.855516e+01 1.771256e+01 1.724578e+01 1.695485e+01 -1.983125e+01
  103715 1.931791e+01 1.787768e+01 1.719290e+01 1.675276e+01 1.665541e+01 -2.033835e+01
  103887 1.921816e+01 1.791152e+01 1.727822e+01 1.691881e+01 1.653804e+01 -2.012561e+01
  103889 1.917082e+01 1.749550e+01 1.664132e+01 1.624321e+01 1.583262e+01 -2.080271e+01
  103931 1.992442e+01 1.806121e+01 1.715775e+01 1.680216e+01 1.651595e+01 -2.045196e+01
  103934 2.009312e+01 1.841342e+01 1.748625e+01 1.705612e+01 1.676642e+01 -2.011626e+01
  103936 1.876723e+01 1.769743e+01 1.726805e+01 1.698905e+01 1.690660e+01 -2.034929e+01
  103961 1.967105e+01 1.799672e+01 1.702725e+01 1.665458e+01 1.629333e+01 -2.042185e+01
  103963 1.983963e+01 1.853614e+01 1.770043e+01 1.733627e+01 1.706124e+01 -1.999236e+01
  104004 1.923162e+01 1.785897e+01 1.712511e+01 1.674276e+01 1.643218e+01 -2.056006e+01
  104005 2.016681e+01 1.841999e+01 1.749200e+01 1.706039e+01 1.669132e+01 -2.015524e+01
  104026 1.826117e+01 1.645450e+01 1.582452e+01 1.546048e+01 1.534307e+01 -2.179739e+01
  104035 1.963585e+01 1.827093e+01 1.751565e+01 1.703548e+01 1.674355e+01 -2.004698e+01
  104052 1.977410e+01 1.781460e+01 1.693545e+01 1.652580e+01 1.625372e+01 -2.070599e+01
  104054 1.924084e+01 1.793801e+01 1.738284e+01 1.712603e+01 1.692254e+01 -2.020782e+01
  104057 1.843019e+01 1.712151e+01 1.665048e+01 1.628499e+01 1.617877e+01 -2.099310e+01
  104064 1.866722e+01 1.771088e+01 1.709857e+01 1.669489e+01 1.652035e+01 -2.053319e+01
  104066 2.031327e+01 1.843686e+01 1.757952e+01 1.717547e+01 1.679823e+01 -2.002378e+01
  104086 1.914469e+01 1.789912e+01 1.739615e+01 1.716158e+01 1.676506e+01 -2.029945e+01
  104092 1.946766e+01 1.823794e+01 1.731478e+01 1.683581e+01 1.654243e+01 -2.027122e+01
  104288 2.017193e+01 1.775252e+01 1.649649e+01 1.614433e+01 1.569188e+01 -2.100154e+01
  104306 1.832067e+01 1.678110e+01 1.583119e+01 1.539184e+01 1.507205e+01 -2.171663e+01
  104313 1.814251e+01 1.715319e+01 1.671425e+01 1.639749e+01 1.620503e+01 -2.076723e+01
  104341 1.877578e+01 1.799762e+01 1.773729e+01 1.743834e+01 1.749062e+01 -1.978119e+01
  104575 2.007841e+01 1.841339e+01 1.738114e+01 1.690737e+01 1.637363e+01 -2.033241e+01
  104582 1.975380e+01 1.831090e+01 1.744417e+01 1.705855e+01 1.683194e+01 -2.024002e+01
  104604 1.933852e+01 1.815021e+01 1.740160e+01 1.700444e+01 1.674146e+01 -2.031265e+01
  104612 2.006735e+01 1.830911e+01 1.739755e+01 1.701115e+01 1.681770e+01 -2.020955e+01
  104616 1.863078e+01 1.778563e+01 1.700050e+01 1.665931e+01 1.676974e+01 -2.059998e+01
  104617 1.897679e+01 1.795787e+01 1.736774e+01 1.702496e+01 1.681619e+01 -2.026669e+01
  104646 1.795157e+01 1.687931e+01 1.643841e+01 1.614675e+01 1.615224e+01 -2.093294e+01
  104649 2.003420e+01 1.779073e+01 1.682415e+01 1.639956e+01 1.613206e+01 -2.072230e+01
  104650 1.933591e+01 1.798663e+01 1.756043e+01 1.731623e+01 1.693377e+01 -2.009087e+01
  104651 1.892560e+01 1.754942e+01 1.677258e+01 1.634902e+01 1.616210e+01 -2.075231e+01
  104663 1.909120e+01 1.755454e+01 1.682773e+01 1.645514e+01 1.627280e+01 -2.051378e+01
  104669 1.949640e+01 1.811090e+01 1.715855e+01 1.674749e+01 1.642599e+01 -2.043774e+01
  104671 1.905745e+01 1.751585e+01 1.681775e+01 1.650297e+01 1.634764e+01 -2.083154e+01
  104681 1.892447e+01 1.794204e+01 1.758454e+01 1.728727e+01 1.714659e+01 -1.987681e+01
  104692 1.961907e+01 1.840570e+01 1.759295e+01 1.719543e+01 1.684342e+01 -1.980865e+01
  104706 1.947756e+01 1.781166e+01 1.683182e+01 1.642818e+01 1.611921e+01 -2.087070e+01
  104885 2.103926e+01 1.869921e+01 1.755282e+01 1.706927e+01 1.675465e+01 -2.000178e+01
  104891 2.013889e+01 1.795523e+01 1.703126e+01 1.654303e+01 1.633187e+01 -2.051993e+01
  104903 1.898493e+01 1.810466e+01 1.744856e+01 1.714447e+01 1.715931e+01 -2.001459e+01
  104907 1.931254e+01 1.776464e+01 1.703073e+01 1.662357e+01 1.641674e+01 -2.051535e+01
  104925 1.927223e+01 1.796598e+01 1.719777e+01 1.682414e+01 1.675105e+01 -2.027674e+01
  104949 1.925955e+01 1.755336e+01 1.675029e+01 1.637080e+01 1.629923e+01 -2.078153e+01
  104951 1.904793e+01 1.742390e+01 1.692112e+01 1.676470e+01 1.644428e+01 -2.042765e+01
  104955 1.937823e+01 1.833091e+01 1.769862e+01 1.737431e+01 1.739932e+01 -1.982924e+01
  104959 1.864308e+01 1.750284e+01 1.688447e+01 1.653869e+01 1.640312e+01 -2.075779e+01
  104962 2.007044e+01 1.836833e+01 1.737221e+01 1.693142e+01 1.670534e+01 -2.025348e+01
  104965 1.979820e+01 1.779060e+01 1.686912e+01 1.649100e+01 1.621301e+01 -2.049026e+01
  105201 1.994206e+01 1.849603e+01 1.753347e+01 1.715221e+01 1.695732e+01 -2.017884e+01
  105206 1.869042e+01 1.751410e+01 1.681396e+01 1.646412e+01 1.625762e+01 -2.085226e+01
  105207 2.014488e+01 1.860750e+01 1.768338e+01 1.728470e+01 1.702866e+01 -2.004210e+01
  105208 1.897644e+01 1.764228e+01 1.663741e+01 1.620266e+01 1.580178e+01 -2.107308e+01
  105209 1.907410e+01 1.832503e+01 1.773181e+01 1.745643e+01 1.716001e+01 -1.996469e+01
  105212 2.061113e+01 1.814026e+01 1.709421e+01 1.661981e+01 1.622543e+01 -2.033929e+01
  105231 1.889520e+01 1.792238e+01 1.751410e+01 1.724685e+01 1.712422e+01 -2.004364e+01
  105244 2.026968e+01 1.862078e+01 1.770584e+01 1.732729e+01 1.695849e+01 -1.991805e+01
  105245 1.949918e+01 1.837068e+01 1.744025e+01 1.714671e+01 1.681038e+01 -2.018263e+01
  105268 2.038665e+01 1.866030e+01 1.769632e+01 1.730747e+01 1.703383e+01 -1.997484e+01
  105269 2.022450e+01 1.809614e+01 1.722718e+01 1.685462e+01 1.648257e+01 -2.044339e+01
  105275 1.994895e+01 1.827839e+01 1.740630e+01 1.701897e+01 1.670272e+01 -2.026746e+01
  105276 1.879150e+01 1.788770e+01 1.720687e+01 1.688004e+01 1.657970e+01 -2.037016e+01
  105283 2.043210e+01 1.853240e+01 1.773259e+01 1.732665e+01 1.703813e+01 -1.964208e+01
  105289 2.057600e+01 1.823698e+01 1.729630e+01 1.684915e+01 1.659080e+01 -2.024421e+01
  105290 1.820169e+01 1.714290e+01 1.643712e+01 1.604288e+01 1.578418e+01 -2.107952e+01
  105295 2.009763e+01 1.862092e+01 1.767675e+01 1.731308e+01 1.698177e+01 -1.989156e+01
  105296 1.947812e+01 1.750483e+01 1.658465e+01 1.617170e+01 1.588813e+01 -2.098384e+01
  105299 1.957044e+01 1.768812e+01 1.656507e+01 1.620364e+01 1.578420e+01 -2.097665e+01
  105301 1.912474e+01 1.794921e+01 1.708936e+01 1.678369e+01 1.672461e+01 -2.049201e+01
  105327 1.903810e+01 1.804250e+01 1.747026e+01 1.723326e+01 1.696915e+01 -2.010900e+01
  105337 1.958914e+01 1.838934e+01 1.762827e+01 1.738943e+01 1.725761e+01 -2.005724e+01
  105378 2.012629e+01 1.838522e+01 1.756029e+01 1.717752e+01 1.682033e+01 -1.976565e+01
  105564 1.939384e+01 1.740855e+01 1.641360e+01 1.598781e+01 1.573220e+01 -2.095580e+01
  105573 1.883948e+01 1.795002e+01 1.742114e+01 1.716318e+01 1.697403e+01 -1.993927e+01
  105574 1.906662e+01 1.797593e+01 1.748979e+01 1.716232e+01 1.703084e+01 -1.986141e+01
  105586 1.924884e+01 1.800440e+01 1.737122e+01 1.694697e+01 1.676281e+01 -2.010911e+01
  105591 1.933856e+01 1.803905e+01 1.734001e+01 1.693257e+01 1.673937e+01 -2.013326e+01
  105830 1.985247e+01 1.821595e+01 1.732253e+01 1.694761e+01 1.661164e+01 -2.035337e+01
  105854 1.919565e+01 1.786800e+01 1.708997e+01 1.674996e+01 1.642496e+01 -2.047455e+01
  105856 1.896189e+01 1.796708e+01 1.736536e+01 1.690465e+01 1.672541e+01 -2.022375e+01
  105875 1.856626e+01 1.758320e+01 1.708982e+01 1.688908e+01 1.689377e+01 -2.041171e+01
  105894 1.928386e+01 1.746849e+01 1.652565e+01 1.614438e+01 1.582020e+01 -2.114726e+01
  105906 1.912628e+01 1.781379e+01 1.702319e+01 1.671116e+01 1.629269e+01 -2.050679e+01
  105910 1.878633e+01 1.776339e+01 1.723746e+01 1.693208e+01 1.676916e+01 -2.041636e+01
  105913 1.916388e+01 1.820653e+01 1.776660e+01 1.739612e+01 1.741391e+01 -1.959873e+01
  105918 1.820821e+01 1.658777e+01 1.597079e+01 1.561173e+01 1.547239e+01 -2.137998e+01
  105919 2.012105e+01 1.829568e+01 1.738442e+01 1.693993e+01 1.662342e+01 -2.009564e+01
  105923 2.116902e+01 1.847301e+01 1.761680e+01 1.724932e+01 1.695232e+01 -1.974025e+01
  105924 1.856078e+01 1.715456e+01 1.665079e+01 1.632143e+01 1.615721e+01 -2.069457e+01
